CaseID,RequestorID,RequestorType,CaseOwner,CaseType,CaseStatus,TierLevel,Priority,DateReceived,SatisfactionScore,DateClosed
HRHD000145,1201031310,2 - Regular,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,3 - High,2014-01-24 03:19:56.255850234,0 - Unknown,2014-01-29 03:19:56.255850234
HRHD000146,1102024121,2 - Regular,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,3 - High,2014-01-24 07:11:19.563182527,2 - Satisfied,2014-01-24 07:11:19.563182527
HRHD000147,1009919940,4 - Management,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,0 - None,2014-01-24 11:02:42.870514820,0 - Unknown,2014-01-29 11:02:42.870514820
HRHD000148,1109029366,2 - Regular,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,2 - Medium,2014-01-24 14:54:06.177847113,0 - Unknown,2014-01-28 14:54:06.177847113
HRHD000149,1001644719,1 - Intern,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,1 - Low,2014-01-24 18:45:29.485179407,0 - Unknown,2014-01-26 18:45:29.485179407
HRHD000150,1011022863,4 - Management,qabMRJqu,Employee Relations,Closed,Tier 2,3 - High,2014-01-24 22:36:52.792511700,2 - Satisfied,2014-01-25 22:36:52.792511700
HRHD000151,1006020066,2 - Regular,nbRWtYc6,Training & Development,Closed,Tier 1,3 - High,2014-01-25 02:28:16.099843993,0 - Unknown,2014-01-27 02:28:16.099843993
HRHD000152,1304055683,4 - Management,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,0 - None,2014-01-25 06:19:39.407176287,0 - Unknown,2014-01-30 06:19:39.407176287
HRHD000153,1205033180,2 - Regular,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,0 - None,2014-01-25 10:11:02.714508580,0 - Unknown,2014-01-26 10:11:02.714508580
HRHD000154,1001138521,3 - Non-staff,oDoCidPt,Employee Relations,Closed,Tier 1,2 - Medium,2014-01-25 14:02:26.021840873,3 - Highly satisfied,2014-01-27 14:02:26.021840873
HRHD000155,1211050793,3 - Non-staff,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,3 - High,2014-01-25 17:53:49.329173166,2 - Satisfied,2014-01-25 17:53:49.329173166
HRHD000156,1303054329,2 - Regular,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,3 - High,2014-01-25 21:45:12.636505460,2 - Satisfied,2014-01-29 21:45:12.636505460
HRHD000157,1306057978,1 - Intern,oDoCidPt,Employee Relations,Closed,Tier 1,0 - None,2014-01-26 01:36:35.943837753,0 - Unknown,2014-01-30 01:36:35.943837753
HRHD000158,1411071212,2 - Regular,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,3 - High,2014-01-26 05:27:59.251170046,0 - Unknown,2014-02-01 05:27:59.251170046
HRHD000159,1103024924,4 - Management,nbRWtYc6,Training & Development,Closed,Tier 1,3 - High,2014-01-26 09:19:22.558502340,3 - Highly satisfied,2014-01-30 09:19:22.558502340
HRHD000160,1306057810,4 - Management,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,3 - High,2014-01-26 13:10:45.865834633,3 - Highly satisfied,2014-01-30 13:10:45.865834633
HRHD000161,1012023295,4 - Management,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,1 - Low,2014-01-26 17:02:09.173166926,2 - Satisfied,2014-02-01 17:02:09.173166926
HRHD000162,1009919990,2 - Regular,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,2 - Medium,2014-01-26 20:53:32.480499219,0 - Unknown,2014-01-31 20:53:32.480499219
HRHD000163,1201031438,1 - Intern,qabMRJqu,Employee Relations,Closed,Tier 2,1 - Low,2014-01-27 00:44:55.787831513,0 - Unknown,2014-01-28 00:44:55.787831513
HRHD000164,1411071481,2 - Regular,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,3 - High,2014-01-27 04:36:19.095163806,3 - Highly satisfied,2014-01-28 04:36:19.095163806
HRHD000165,1405067492,3 - Non-staff,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,0 - None,2014-01-27 08:27:42.402496099,0 - Unknown,2014-01-29 08:27:42.402496099
HRHD000166,1006020020,2 - Regular,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,1 - Low,2014-01-27 12:19:05.709828393,2 - Satisfied,2014-01-27 12:19:05.709828393
HRHD000167,1003018246,2 - Regular,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,3 - High,2014-01-27 16:10:29.017160686,3 - Highly satisfied,2014-02-01 16:10:29.017160686
HRHD000168,1501072180,2 - Regular,nbRWtYc6,Training & Development,Closed,Tier 1,3 - High,2014-01-27 20:01:52.324492979,0 - Unknown,2014-01-29 20:01:52.324492979
HRHD000169,1401064562,2 - Regular,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,3 - High,2014-01-27 23:53:15.631825273,0 - Unknown,2014-01-28 23:53:15.631825273
HRHD000170,1988299991,2 - Regular,nbRWtYc6,Training & Development,Closed,Tier 1,3 - High,2014-01-28 03:44:38.939157566,2 - Satisfied,2014-02-02 03:44:38.939157566
HRHD000171,1111030503,2 - Regular,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,1 - Low,2014-01-28 07:36:02.246489859,0 - Unknown,2014-01-28 07:36:02.246489859
HRHD000172,1411071212,2 - Regular,vuo1zJHG,Attrition & Retention,Closed,Tier 1,0 - None,2014-01-28 11:27:25.553822153,1 - Unsatisfied,2014-02-03 11:27:25.553822153
HRHD000173,1304055683,2 - Regular,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,1 - Low,2014-01-28 15:18:48.861154446,0 - Unknown,2014-02-02 15:18:48.861154446
HRHD000174,1203032099,2 - Regular,qabMRJqu,Employee Relations,Closed,Tier 2,3 - High,2014-01-28 19:10:12.168486739,1 - Unsatisfied,2014-02-03 19:10:12.168486739
HRHD000175,1011022863,4 - Management,oDoCidPt,Employee Relations,Closed,Tier 1,3 - High,2014-01-28 23:01:35.475819032,1 - Unsatisfied,2014-01-29 23:01:35.475819032
HRHD000176,1109029531,3 - Non-staff,oDoCidPt,Employee Relations,Closed,Tier 1,3 - High,2014-01-29 02:52:58.783151326,0 - Unknown,2014-02-01 02:52:58.783151326
HRHD000177,1404066622,2 - Regular,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,3 - High,2014-01-29 06:44:22.090483619,2 - Satisfied,2014-02-01 06:44:22.090483619
HRHD000178,1504073368,3 - Non-staff,qabMRJqu,Employee Relations,Closed,Tier 2,3 - High,2014-01-29 10:35:45.397815912,2 - Satisfied,2014-02-01 10:35:45.397815912
HRHD000179,1201031438,4 - Management,nbRWtYc6,Training & Development,Closed,Tier 1,0 - None,2014-01-29 14:27:08.705148206,0 - Unknown,2014-01-31 14:27:08.705148206
HRHD000180,1103024679,1 - Intern,oDoCidPt,Employee Relations,Closed,Tier 1,1 - Low,2014-01-29 18:18:32.012480499,0 - Unknown,2014-02-04 18:18:32.012480499
HRHD000181,1302053362,2 - Regular,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,0 - None,2014-01-29 22:09:55.319812792,1 - Unsatisfied,2014-01-30 22:09:55.319812792
HRHD000182,1303054329,1 - Intern,3vGwUNjj,Training & Development,Closed,Tier 2,0 - None,2014-01-30 02:01:18.627145085,0 - Unknown,2014-01-31 02:01:18.627145085
HRHD000183,1408069882,1 - Intern,3vGwUNjj,Training & Development,Closed,Tier 2,1 - Low,2014-01-30 05:52:41.934477379,3 - Highly satisfied,2014-02-01 05:52:41.934477379
HRHD000184,1201031308,1 - Intern,nbRWtYc6,Training & Development,Closed,Tier 1,3 - High,2014-01-30 09:44:05.241809672,3 - Highly satisfied,2014-02-03 09:44:05.241809672
HRHD000185,1312063714,1 - Intern,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,0 - None,2014-01-30 13:35:28.549141965,2 - Satisfied,2014-02-01 13:35:28.549141965
HRHD000186,1102024149,1 - Intern,3vGwUNjj,Training & Development,Closed,Tier 2,2 - Medium,2014-01-30 17:26:51.856474259,2 - Satisfied,2014-02-02 17:26:51.856474259
HRHD000187,1008020942,4 - Management,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,3 - High,2014-01-30 21:18:15.163806552,0 - Unknown,2014-02-05 21:18:15.163806552
HRHD000188,1108028351,1 - Intern,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,0 - None,2014-01-31 01:09:38.471138845,1 - Unsatisfied,2014-02-06 01:09:38.471138845
HRHD000189,1307060199,3 - Non-staff,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,3 - High,2014-01-31 05:01:01.778471138,2 - Satisfied,2014-01-31 05:01:01.778471138
HRHD000190,1203032263,1 - Intern,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,0 - None,2014-01-31 08:52:25.085803432,2 - Satisfied,2014-01-31 08:52:25.085803432
HRHD000191,1403065874,3 - Non-staff,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,0 - None,2014-01-31 12:43:48.393135725,1 - Unsatisfied,2014-02-02 12:43:48.393135725
HRHD000192,710007555,2 - Regular,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,2 - Medium,2014-01-31 16:35:11.700468018,1 - Unsatisfied,2014-01-31 16:35:11.700468018
HRHD000193,1501071909,2 - Regular,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,1 - Low,2014-01-31 20:26:35.007800312,2 - Satisfied,2014-02-04 20:26:35.007800312
HRHD000194,1108028428,4 - Management,nbRWtYc6,Training & Development,Closed,Tier 1,0 - None,2014-02-01 00:17:58.315132605,1 - Unsatisfied,2014-02-05 00:17:58.315132605
HRHD000195,1302053044,2 - Regular,qabMRJqu,Employee Relations,Closed,Tier 2,0 - None,2014-02-01 04:09:21.622464898,0 - Unknown,2014-02-04 04:09:21.622464898
HRHD000196,1410071026,3 - Non-staff,oDoCidPt,Employee Relations,Closed,Tier 1,0 - None,2014-02-01 08:00:44.929797191,0 - Unknown,2014-02-03 08:00:44.929797191
HRHD000197,1405067064,2 - Regular,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,3 - High,2014-02-01 11:52:08.237129485,2 - Satisfied,2014-02-05 11:52:08.237129485
HRHD000198,1101023679,2 - Regular,nbRWtYc6,Training & Development,Closed,Tier 1,0 - None,2014-02-01 15:43:31.544461778,1 - Unsatisfied,2014-02-06 15:43:31.544461778
HRHD000199,1204032843,4 - Management,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,0 - None,2014-02-01 19:34:54.851794071,3 - Highly satisfied,2014-02-03 19:34:54.851794071
HRHD000200,1499902910,1 - Intern,qabMRJqu,Employee Relations,Closed,Tier 2,1 - Low,2014-02-01 23:26:18.159126365,0 - Unknown,2014-02-06 23:26:18.159126365
HRHD000201,1311063114,4 - Management,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,3 - High,2014-02-02 03:17:41.466458658,3 - Highly satisfied,2014-02-07 03:17:41.466458658
HRHD000202,1001417624,3 - Non-staff,vuo1zJHG,Attrition & Retention,Closed,Tier 1,3 - High,2014-02-02 07:09:04.773790951,2 - Satisfied,2014-02-08 07:09:04.773790951
HRHD000203,1111030266,3 - Non-staff,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,2 - Medium,2014-02-02 11:00:28.081123245,3 - Highly satisfied,2014-02-05 11:00:28.081123245
HRHD000204,1308060754,2 - Regular,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,1 - Low,2014-02-02 14:51:51.388455538,0 - Unknown,2014-02-05 14:51:51.388455538
HRHD000205,1001268402,3 - Non-staff,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,0 - None,2014-02-02 18:43:14.695787831,0 - Unknown,2014-02-07 18:43:14.695787831
HRHD000206,1103024335,2 - Regular,qabMRJqu,Employee Relations,Closed,Tier 2,3 - High,2014-02-02 22:34:38.003120124,1 - Unsatisfied,2014-02-08 22:34:38.003120124
HRHD000207,1406067957,1 - Intern,qabMRJqu,Employee Relations,Closed,Tier 2,3 - High,2014-02-03 02:26:01.310452418,0 - Unknown,2014-02-08 02:26:01.310452418
HRHD000208,1192991000,2 - Regular,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,1 - Low,2014-02-03 06:17:24.617784711,0 - Unknown,2014-02-09 06:17:24.617784711
HRHD000209,1304055987,1 - Intern,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,0 - None,2014-02-03 10:08:47.925117004,0 - Unknown,2014-02-09 10:08:47.925117004
HRHD000210,1012023295,2 - Regular,oDoCidPt,Employee Relations,Closed,Tier 1,3 - High,2014-02-03 14:00:11.232449298,1 - Unsatisfied,2014-02-04 14:00:11.232449298
HRHD000211,1302053339,4 - Management,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,3 - High,2014-02-03 17:51:34.539781591,3 - Highly satisfied,2014-02-04 17:51:34.539781591
HRHD000212,1301052902,4 - Management,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,3 - High,2014-02-03 21:42:57.847113884,0 - Unknown,2014-02-04 21:42:57.847113884
HRHD000213,1012023013,2 - Regular,qabMRJqu,Employee Relations,Closed,Tier 2,1 - Low,2014-02-04 01:34:21.154446177,3 - Highly satisfied,2014-02-08 01:34:21.154446177
HRHD000214,1104025179,3 - Non-staff,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,2 - Medium,2014-02-04 05:25:44.461778471,0 - Unknown,2014-02-06 05:25:44.461778471
HRHD000215,1404066622,1 - Intern,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,0 - None,2014-02-04 09:17:07.769110764,0 - Unknown,2014-02-10 09:17:07.769110764
HRHD000216,1104025486,3 - Non-staff,3vGwUNjj,Training & Development,Closed,Tier 2,3 - High,2014-02-04 13:08:31.076443057,0 - Unknown,2014-02-06 13:08:31.076443057
HRHD000217,1001549006,1 - Intern,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,1 - Low,2014-02-04 16:59:54.383775351,2 - Satisfied,2014-02-10 16:59:54.383775351
HRHD000218,1305057440,3 - Non-staff,qabMRJqu,Employee Relations,Closed,Tier 2,3 - High,2014-02-04 20:51:17.691107644,0 - Unknown,2014-02-06 20:51:17.691107644
HRHD000219,1211051232,1 - Intern,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,1 - Low,2014-02-05 00:42:40.998439937,1 - Unsatisfied,2014-02-10 00:42:40.998439937
HRHD000220,1201031310,4 - Management,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,3 - High,2014-02-05 04:34:04.305772230,0 - Unknown,2014-02-10 04:34:04.305772230
HRHD000221,1411071406,3 - Non-staff,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,3 - High,2014-02-05 08:25:27.613104524,1 - Unsatisfied,2014-02-08 08:25:27.613104524
HRHD000222,1306057978,1 - Intern,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,1 - Low,2014-02-05 12:16:50.920436817,1 - Unsatisfied,2014-02-11 12:16:50.920436817
HRHD000223,1001504432,4 - Management,3vGwUNjj,Training & Development,Closed,Tier 2,3 - High,2014-02-05 16:08:14.227769110,0 - Unknown,2014-02-08 16:08:14.227769110
HRHD000224,1101023353,4 - Management,oDoCidPt,Employee Relations,Closed,Tier 1,3 - High,2014-02-05 19:59:37.535101404,3 - Highly satisfied,2014-02-07 19:59:37.535101404
HRHD000225,1406068241,1 - Intern,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,1 - Low,2014-02-05 23:51:00.842433697,0 - Unknown,2014-02-05 23:51:00.842433697
HRHD000226,1001504432,2 - Regular,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,3 - High,2014-02-06 03:42:24.149765990,1 - Unsatisfied,2014-02-09 03:42:24.149765990
HRHD000227,1306058816,3 - Non-staff,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,3 - High,2014-02-06 07:33:47.457098284,2 - Satisfied,2014-02-12 07:33:47.457098284
HRHD000228,1411071295,1 - Intern,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,2 - Medium,2014-02-06 11:25:10.764430577,0 - Unknown,2014-02-12 11:25:10.764430577
HRHD000229,1001495124,4 - Management,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,0 - None,2014-02-06 15:16:34.071762870,0 - Unknown,2014-02-07 15:16:34.071762870
HRHD000230,1001735072,2 - Regular,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,0 - None,2014-02-06 19:07:57.379095163,0 - Unknown,2014-02-10 19:07:57.379095163
HRHD000231,1106026462,1 - Intern,nbRWtYc6,Training & Development,Closed,Tier 1,1 - Low,2014-02-06 22:59:20.686427457,2 - Satisfied,2014-02-11 22:59:20.686427457
HRHD000232,1110029732,2 - Regular,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,2 - Medium,2014-02-07 02:50:43.993759750,0 - Unknown,2014-02-10 02:50:43.993759750
HRHD000233,1401064327,2 - Regular,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,1 - Low,2014-02-07 06:42:07.301092043,2 - Satisfied,2014-02-10 06:42:07.301092043
HRHD000234,1206044851,3 - Non-staff,qabMRJqu,Employee Relations,Closed,Tier 2,0 - None,2014-02-07 10:33:30.608424337,0 - Unknown,2014-02-12 10:33:30.608424337
HRHD000235,1404066622,2 - Regular,nbRWtYc6,Training & Development,Closed,Tier 1,3 - High,2014-02-07 14:24:53.915756630,3 - Highly satisfied,2014-02-11 14:24:53.915756630
HRHD000236,1411071324,3 - Non-staff,3vGwUNjj,Training & Development,Closed,Tier 2,0 - None,2014-02-07 18:16:17.223088923,3 - Highly satisfied,2014-02-12 18:16:17.223088923
HRHD000237,1412071660,2 - Regular,vuo1zJHG,Attrition & Retention,Closed,Tier 1,2 - Medium,2014-02-07 22:07:40.530421216,3 - Highly satisfied,2014-02-13 22:07:40.530421216
HRHD000238,1111030503,4 - Management,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,2 - Medium,2014-02-08 01:59:03.837753510,2 - Satisfied,2014-02-10 01:59:03.837753510
HRHD000239,1211050782,4 - Management,3vGwUNjj,Training & Development,Closed,Tier 2,3 - High,2014-02-08 05:50:27.145085803,0 - Unknown,2014-02-10 05:50:27.145085803
HRHD000240,1106026474,4 - Management,vuo1zJHG,Attrition & Retention,Closed,Tier 1,3 - High,2014-02-08 09:41:50.452418096,3 - Highly satisfied,2014-02-13 09:41:50.452418096
HRHD000241,1205033180,2 - Regular,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,3 - High,2014-02-08 13:33:13.759750390,2 - Satisfied,2014-02-11 13:33:13.759750390
HRHD000242,1408069539,2 - Regular,nbRWtYc6,Training & Development,Closed,Tier 1,1 - Low,2014-02-08 17:24:37.067082683,3 - Highly satisfied,2014-02-11 17:24:37.067082683
HRHD000243,1011022818,2 - Regular,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,1 - Low,2014-02-08 21:16:00.374414976,0 - Unknown,2014-02-13 21:16:00.374414976
HRHD000244,1405067565,2 - Regular,nbRWtYc6,Training & Development,Closed,Tier 1,2 - Medium,2014-02-09 01:07:23.681747269,2 - Satisfied,2014-02-10 01:07:23.681747269
HRHD000245,1406068293,3 - Non-staff,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,3 - High,2014-02-09 04:58:46.989079563,2 - Satisfied,2014-02-10 04:58:46.989079563
HRHD000246,1102024173,2 - Regular,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,0 - None,2014-02-09 08:50:10.296411856,0 - Unknown,2014-02-14 08:50:10.296411856
HRHD000247,1106026433,2 - Regular,oDoCidPt,Employee Relations,Closed,Tier 1,0 - None,2014-02-09 12:41:33.603744149,3 - Highly satisfied,2014-02-14 12:41:33.603744149
HRHD000248,1106026462,2 - Regular,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,0 - None,2014-02-09 16:32:56.911076443,2 - Satisfied,2014-02-10 16:32:56.911076443
HRHD000249,1001138521,3 - Non-staff,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,2 - Medium,2014-02-09 20:24:20.218408736,0 - Unknown,2014-02-10 20:24:20.218408736
HRHD000250,1307060058,3 - Non-staff,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,3 - High,2014-02-10 00:15:43.525741029,1 - Unsatisfied,2014-02-12 00:15:43.525741029
HRHD000251,1401064637,4 - Management,vuo1zJHG,Attrition & Retention,Closed,Tier 1,0 - None,2014-02-10 04:07:06.833073323,2 - Satisfied,2014-02-16 04:07:06.833073323
HRHD000252,1208048229,3 - Non-staff,oDoCidPt,Employee Relations,Closed,Tier 1,3 - High,2014-02-10 07:58:30.140405616,3 - Highly satisfied,2014-02-11 07:58:30.140405616
HRHD000253,1304055683,2 - Regular,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,3 - High,2014-02-10 11:49:53.447737909,0 - Unknown,2014-02-16 11:49:53.447737909
HRHD000254,1501072311,4 - Management,vuo1zJHG,Attrition & Retention,Closed,Tier 1,3 - High,2014-02-10 15:41:16.755070202,3 - Highly satisfied,2014-02-13 15:41:16.755070202
HRHD000255,1406067865,3 - Non-staff,3vGwUNjj,Training & Development,Closed,Tier 2,3 - High,2014-02-10 19:32:40.062402496,2 - Satisfied,2014-02-12 19:32:40.062402496
HRHD000256,1302053046,3 - Non-staff,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,3 - High,2014-02-10 23:24:03.369734789,3 - Highly satisfied,2014-02-11 23:24:03.369734789
HRHD000257,1009021646,1 - Intern,vuo1zJHG,Attrition & Retention,Closed,Tier 1,1 - Low,2014-02-11 03:15:26.677067082,3 - Highly satisfied,2014-02-12 03:15:26.677067082
HRHD000258,1306057810,2 - Regular,3vGwUNjj,Training & Development,Closed,Tier 2,1 - Low,2014-02-11 07:06:49.984399376,1 - Unsatisfied,2014-02-11 07:06:49.984399376
HRHD000259,1499902910,4 - Management,nbRWtYc6,Training & Development,Closed,Tier 1,3 - High,2014-02-11 10:58:13.291731669,2 - Satisfied,2014-02-14 10:58:13.291731669
HRHD000260,1107027392,3 - Non-staff,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,0 - None,2014-02-11 14:49:36.599063962,3 - Highly satisfied,2014-02-12 14:49:36.599063962
HRHD000261,1203032099,2 - Regular,qabMRJqu,Employee Relations,Closed,Tier 2,3 - High,2014-02-11 18:40:59.906396255,1 - Unsatisfied,2014-02-13 18:40:59.906396255
HRHD000262,1410070998,1 - Intern,vuo1zJHG,Attrition & Retention,Closed,Tier 1,1 - Low,2014-02-11 22:32:23.213728549,3 - Highly satisfied,2014-02-14 22:32:23.213728549
HRHD000263,1409070567,1 - Intern,vuo1zJHG,Attrition & Retention,Closed,Tier 1,3 - High,2014-02-12 02:23:46.521060842,1 - Unsatisfied,2014-02-17 02:23:46.521060842
HRHD000264,1001944783,3 - Non-staff,qabMRJqu,Employee Relations,Closed,Tier 2,0 - None,2014-02-12 06:15:09.828393135,0 - Unknown,2014-02-14 06:15:09.828393135
HRHD000265,1109029366,2 - Regular,oDoCidPt,Employee Relations,Closed,Tier 1,2 - Medium,2014-02-12 10:06:33.135725429,1 - Unsatisfied,2014-02-16 10:06:33.135725429
HRHD000266,711007713,3 - Non-staff,oDoCidPt,Employee Relations,Closed,Tier 1,0 - None,2014-02-12 13:57:56.443057722,0 - Unknown,2014-02-13 13:57:56.443057722
HRHD000267,1001109612,4 - Management,3vGwUNjj,Training & Development,Closed,Tier 2,0 - None,2014-02-12 17:49:19.750390015,0 - Unknown,2014-02-14 17:49:19.750390015
HRHD000268,1402065085,2 - Regular,vuo1zJHG,Attrition & Retention,Closed,Tier 1,2 - Medium,2014-02-12 21:40:43.057722308,0 - Unknown,2014-02-12 21:40:43.057722308
HRHD000269,1101023619,3 - Non-staff,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,0 - None,2014-02-13 01:32:06.365054602,2 - Satisfied,2014-02-13 01:32:06.365054602
HRHD000270,1412071713,4 - Management,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,0 - None,2014-02-13 05:23:29.672386895,3 - Highly satisfied,2014-02-17 05:23:29.672386895
HRHD000271,1201031438,4 - Management,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,3 - High,2014-02-13 09:14:52.979719188,3 - Highly satisfied,2014-02-15 09:14:52.979719188
HRHD000272,1405067642,4 - Management,oDoCidPt,Employee Relations,Closed,Tier 1,3 - High,2014-02-13 13:06:16.287051482,3 - Highly satisfied,2014-02-14 13:06:16.287051482
